County,State,SizeRank,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
San Francisco County,California,62,776240,687075,686625,665483,709975,832358,960300,1103517,1166075,1205867,1317700,1338950,1361350
San Jacinto County,Texas,1108,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,124683,141475,130208,143708,172100
San Joaquin County,California,82,#DIV/0!,159775,161975,152967,158050,196025,240008,262050,290975,319442,346792,362392,374500
San Juan County,Washington,1243,#DIV/0!,#DIV/0!,#DIV/0!,423150,385600,392717,435908,436417,445525,470058,513292,574383,605950
San Luis Obispo County,California,224,439910,381900,377308,345392,362292,412183,444450,478025,503100,543167,576817,590908,607250
San Mateo County,California,77,677670,580992,624558,589167,610825,737717,828217,940675,1010092,1093458,1263917,1243300,1312550
Sandoval County,New Mexico,431,176780,175017,174492,163883,170492,161475,167025,167275,177092,187267,192567,212008,219450
Sandusky County,Ohio,730,70680,74758,77992,77133,72625,76600,89167,84775,90150,95475,109942,107917,119900
Sangamon County,Illinois,294,105460,113183,116492,119175,116925,115417,122642,117708,122017,123350,127225,129767,125650
Sanilac County,Michigan,890,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,84233,81000,85275,84225,93050,101358,111450
Santa Barbara County,California,150,345800,295233,342125,323400,330792,436325,474258,492900,509092,547408,556542,572042,606550
Santa Clara County,California,14,588110,459833,518558,493358,539625,650092,716092,796600,852050,939767,1138692,1072292,1099550
Santa Cruz County,California,235,523600,421350,474625,425417,442567,523275,595858,650542,692175,724933,765175,775117,831000
Santa Cruz County,Arizona,840,162920,133483,103875,90842,88517,101558,110717,124517,136583,138700,153525,175225,214050
Santa Rosa County,Florida,384,171090,158092,152075,148958,151967,158592,153442,165792,173642,190608,206883,220658,246450
Sarasota County,Florida,165,188320,136750,133483,130892,143092,162492,176467,192650,216858,230267,243992,254392,269400
Saratoga County,New York,267,218190,214492,226675,229317,231967,239550,242383,246975,247250,254192,267758,279567,285200
Sarpy County,Nebraska,368,143320,138067,142067,146192,146517,150008,159850,167242,176317,183100,192425,222150,218700
Sauk County,Wisconsin,723,144650,135733,131517,126550,131175,137308,139517,156417,151867,165825,180367,185025,190900
Saunders County,Nebraska,1191,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,142767,155292,171658,178942,174150
Sawyer County,Wisconsin,1233,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,185925,206800,218458,249400
Schenectady County,New York,377,151340,149250,149158,149400,153742,150250,147592,142133,140858,146442,154133,162042,166400
Schoharie County,New York,1031,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,102350,121392,142317,124600
Schuylkill County,Pennsylvania,392,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,56075,58817,65800
Scott County,Iowa,349,#DIV/0!,#DIV/0!,122300,117750,128175,128217,131808,137242,142650,145483,153292,155542,157600
Scott County,Minnesota,437,241290,223958,203917,193042,194925,218867,228458,241725,254908,262750,286775,299200,299050
Scott County,Kentucky,842,134340,132358,134292,136992,137158,136442,140758,148817,161650,166875,188175,194658,193200
Scotts Bluff County,Nebraska,974,#DIV/0!,#DIV/0!,#DIV/0!,105358,105525,113200,116850,115175,112025,123658,134150,126033,123100
Sebastian County,Arkansas,444,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,102420,102650,99575,100717,106767,113900,112183,125483,133700
Sedgwick County,Kansas,123,122100,122292,124875,125683,127692,126758,128700,135533,138625,141250,142983,159208,163600
Seminole County,Florida,151,212260,159608,114633,110267,123075,145792,161933,174675,200033,217725,236033,247392,261300
Seminole County,Oklahoma,1125,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,66773,65117,68050
Seneca County,Ohio,756,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,76983,80400,82967,79633,102400
Seneca County,New York,999,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,78700,84042,99800,102500,111308,111108,109400
Sequoyah County,Oklahoma,898,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,95150,103108,104517,104542,86150
Sevier County,Tennessee,566,152690,147383,145542,144100,134592,140917,146958,154317,167475,182850,202342,223900,249700
Sevier County,Utah,1190,#DIV/0!,#DIV/0!,#DIV/0!,146967,134075,133592,143233,142525,154367,155883,166642,192567,190200
Shasta County,California,326,223710,192833,175008,154625,155825,182383,198208,219392,223617,237725,250200,268433,272850
Shawano County,Wisconsin,908,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,95650,106708,117700,116767,124933,118400
Shawnee County,Kansas,324,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,131050,136067,135317,140608,142300
Sheboygan County,Wisconsin,470,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,123042,130608,138608,148200,158300,#DIV/0!
Shelby County,Tennessee,43,93400,92083,90417,84383,86758,101292,116500,121717,127233,133967,140292,147958,163100
Shelby County,Alabama,300,173310,165892,170308,164025,167300,174417,171908,179392,190800,195925,209067,219758,241500
Shelby County,Ohio,820,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,121533,123550,127642,124200
Shelby County,Indiana,875,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,105140,97958,110058,112408,122617,136067,136200
Shelby County,Kentucky,904,#DIV/0!,#DIV/0!,#DIV/0!,133350,141850,133008,151208,159175,159242,173675,177217,190342,206950
Shenandoah County,Virginia,906,181750,151292,138042,131392,146950,148433,147050,159525,165075,167992,183792,185483,196950
Sherburne County,Minnesota,577,170640,151233,158533,134150,137500,153050,165692,181967,193642,213833,233900,242000,247300
Shiawassee County,Michigan,663,#DIV/0!,#DIV/0!,54064,47433,45075,58767,70483,79692,86875,93708,109183,123100,138100
Silver Bow County,Montana,1011,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,104033,112133,105250,123492,120283,129442,140433,143242,162400
Simpson County,Kentucky,1224,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,101800,104775,123008,130258,145333,150600
Siskiyou County,California,869,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,135450,164383,174758,185233,217700
Skagit County,Washington,465,264150,239542,233558,210292,200917,218742,220467,249933,266467,296742,327433,349175,373850
Smith County,Texas,277,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,153175,145167,151133,159308,163700,176775,182742,194850,205700
Snohomish County,Washington,78,304020,278692,261792,225017,227400,262167,287833,313200,342717,382858,428475,448075,475300
Solano County,California,155,274530,189342,197533,179733,184892,238500,293392,320867,350758,383975,419833,426425,439950
Somerset County,New Jersey,186,349480,333017,348242,355292,335075,345500,348108,337433,335225,337100,348075,356258,366800
Sonoma County,California,130,377430,312700,331933,303150,320142,391200,436767,479992,522033,568450,626058,608275,615100
Spartanburg County,South Carolina,215,94690,95742,90567,91242,93308,96067,98900,115425,120692,131017,138083,147467,158250
Spencer County,Kentucky,1227,152030,156908,149217,167600,166950,140658,157475,192075,189675,177833,202667,217658,220900
Spokane County,Washington,131,171680,164817,160267,150425,154525,158658,160267,172758,183783,197567,218992,249867,276200
Spotsylvania County,Virginia,452,231250,187708,183017,176042,183092,208833,218783,227000,236567,249825,254617,267658,280850
Stafford County,Virginia,438,264160,212825,223967,216908,241483,262650,275400,286292,296808,310383,325767,339217,351350
Stanislaus County,California,119,193590,139400,139250,132400,137683,172792,210375,236483,256092,275983,300750,314850,330150
Stanly County,North Carolina,734,113230,100800,97808,93425,100825,109283,109725,116008,125042,128250,144667,163117,162400
Stark County,Ohio,168,91360,77775,78958,80667,90458,96367,102633,106800,112125,119350,123758,128008,144550
Stark County,North Dakota,1143,#DIV/0!,#DIV/0!,#DIV/0!,181763,206525,223692,248617,264508,254225,243592,238167,233742,262200
Starke County,Indiana,1157,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,94667,81425,88883,88150,103733,103992,115733,131300
Staunton City,Virginia,1148,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,154700,132508,134825,137308,131558,142092,148200,163008,168000
Stearns County,Minnesota,388,150170,134808,138717,131483,132117,139375,146367,152733,158217,162058,165408,182008,181100
Steele County,Minnesota,984,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,131600,127158,141708,144625,146533,165158,176317,184300
Stephenson County,Illinois,836,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,84514,84433,82683,84442,89375,91642,76400
Steuben County,New York,531,76760,74250,82975,89600,91758,96767,90150,89033,91758,99117,95900,101875,#DIV/0!
Steuben County,Indiana,1012,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,150550,156842,164800,176500
Stevens County,Washington,885,#DIV/0!,#DIV/0!,#DIV/0!,152671,143800,151008,150542,147908,162283,165217,188142,204942,209500
Stoddard County,Missouri,1059,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,95033,93458,86800,97083,107350
Stokes County,North Carolina,841,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,110940,119250,123683,136575,147575,135400
Stone County,Missouri,1042,151730,150567,137342,144367,132283,148358,146125,154833,155108,150075,179908,190267,204850
Story County,Iowa,567,149930,143200,142750,146467,150683,149750,154750,172417,176025,188325,190842,201142,219000
Strafford County,New Hampshire,449,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,231586,238883,259267,278950
Suffolk City,Virginia,590,#DIV/0!,237570,217150,198975,191917,197725,196333,203050,212775,222608,228983,234950,259350
Suffolk County,New York,21,390060,354050,348558,338500,335567,347067,339792,349883,349683,357933,373042,398067,417500
Suffolk County,Massachusetts,75,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,375329,394775,415467,449483,477467,519475,570650,594183,612550
Sullivan County,Tennessee,374,101720,97400,100117,99200,102767,102775,106708,107325,112692,120992,128992,134375,141450
Sullivan County,New York,620,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,111191,119100,126917,122375,140608,158000
Sullivan County,New Hampshire,883,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,188829,181258,199783,183850
Summit County,Ohio,108,94900,81083,99383,83717,95683,106933,108933,102825,107558,117458,121883,129500,134500
Summit County,Utah,985,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,687136,710933,758300,835200
Summit County,Colorado,1090,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,369150,366950,379575,387842,414642,463375,538692,623250,615650
Sumner County,Tennessee,359,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,167491,180983,196933,208425,230308,260300,280750
Sumter County,Florida,555,183100,169433,171725,171692,173617,189108,216367,224342,228492,232967,249992,264400,276200
Surry County,North Carolina,653,93910,95967,89108,86133,83858,92742,93650,97983,102617,107133,116500,126592,119200
Sussex County,Delaware,296,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,248833,263883,264758,276325,295450
Sussex County,New Jersey,391,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,189980,201300,217625,245250
Sutter County,California,551,200150,162175,160442,146875,142983,177742,198517,220642,234433,261025,283050,300525,317700
Suwannee County,Florida,914,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,120520,127300,139250,129500
Swain County,North Carolina,1260,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,122800,146083,145125,165042,186425,203000
Sweetwater County,Wyoming,882,209720,200533,183558,177650,199983,207292,213558,224725,220783,224492,214350,223842,224600
Talbot County,Maryland,962,#DIV/0!,#DIV/0!,#DIV/0!,247700,287150,276250,280158,255042,284425,297067,296525,317833,326950
Talladega County,Alabama,602,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,122988,114517,130067,132358,137183,137700,137150
Taney County,Missouri,801,125100,118733,116458,103108,105242,106100,111617,113050,123708,123117,126425,136267,137700
Tangipahoa Parish,Louisiana,454,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,140325,136525,142250,163275,157725,173450
Tarrant County,Texas,13,129990,129125,131508,128692,136867,147000,156275,168742,184208,202425,216117,228050,241250
Taylor County,Texas,433,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,122913,129858,137817,141800,146300,148933,164550,164000
Taylor County,Kentucky,1139,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,98700,99908,108375,101000,#DIV/0!
Taylor County,Wisconsin,1193,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,103600,101700,122833,144950
Tazewell County,Illinois,422,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,123140,124192,117417,118383,118650,124008,126000
Tazewell County,Virginia,863,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,80740,75267,85467,89200
Tehama County,California,711,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,129100,137475,149858,164958,182842,207942,228575,#DIV/0!
Teller County,Colorado,1158,185990,177400,176000,181992,185967,204400,206458,218100,240725,273250,295025,325683,342900
Texas County,Missouri,1116,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,96743,107408,105450,104100
Thomas County,Georgia,872,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,127850,129833,145317,150767,140975,145400
Thurston County,Washington,241,248320,240250,227275,209142,207208,208158,215708,228833,247342,266650,295142,322167,350350
Tift County,Georgia,932,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,119600,116217,118717,117983,119250,132267,115992,115800
Tillamook County,Oregon,1127,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,208175,223883,217000,233500,246033,278708,303617,312050
Tioga County,New York,807,112450,110742,101892,105325,100100,112467,111867,112500,108467,110183,121400,116508,128900
Tioga County,Pennsylvania,907,#DIV/0!,89750,105375,108767,122308,122017,126083,143033,124183,113917,130375,135733,121800
Tippecanoe County,Indiana,332,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,129080,125317,129958,133067,140342,145042,153617,164375,173500
Tipton County,Tennessee,729,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,101944,115975,113658,122100,137350,149233,158658,173150
Tolland County,Connecticut,382,221660,222333,221667,209225,199767,203175,209933,202025,200033,203558,214958,220450,229700
Tompkins County,New York,517,#DIV/0!,#DIV/0!,179975,174617,172408,179892,184617,189967,197692,210242,219558,211542,231950
Tooele County,Utah,751,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,185029,198875,219033,249308,267058,284900
Towns County,Georgia,1270,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,186100,206400,205092,229400
Transylvania County,North Carolina,1027,191110,204642,181250,175725,173650,174767,183500,199358,214517,232658,236508,267600,286750
Travis County,Texas,35,207550,204900,219967,220833,231083,247075,260275,281092,306083,324517,345258,362367,382600
Trinity County,California,1263,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,199857,227475,233683,233183,246350,249900
Troup County,Georgia,682,98630,94608,86267,81650,84742,96517,99267,106042,114217,118658,126117,136783,137500
Trumbull County,Ohio,276,63120,56875,55483,53883,65892,65392,66567,74300,73758,75750,81542,89075,95100
Tulare County,California,139,172150,129525,124975,113500,118767,140308,158850,172267,187192,202883,216950,228825,233000
Tulsa County,Oklahoma,96,116420,117792,118017,116925,121058,127100,126375,133425,134825,145742,144492,156575,166100
Tuolumne County,California,768,267920,215892,192742,158375,157967,184933,212417,218417,237592,268183,280367,280700,291650
Tuscaloosa County,Alabama,301,134550,132325,130292,128600,137117,137750,157475,167850,153150,153333,163125,175208,170950
Tuscarawas County,Ohio,559,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,109800,111317,115150,118400,125175,126300
Tuscola County,Michigan,763,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,52183,65233,76992,68608,74458,84450,97358,87500
Twin Falls County,Idaho,625,147390,139108,131117,123125,129367,142008,147683,153600,164125,176050,197808,209208,201900
Uintah County,Utah,1035,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,167500,166275,180583,191150
Ulster County,New York,315,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,181000,175150,185458,201017,219850,224650
Umatilla County,Oregon,634,129460,132350,126642,132850,133467,141275,145150,153183,155425,163342,179700,198383,222150
Union County,New Jersey,111,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,296967,305000,339017,383700
Union County,North Carolina,286,168720,169767,179283,164450,161467,173633,186233,202075,212817,222992,249392,262583,295450
Utah County,Utah,117,212470,207558,195717,176958,180925,201183,214758,227800,247250,266142,295825,317808,333750
Valencia County,New Mexico,630,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,123900,114108,114817,116717,132767,138192,149083,164083,168950
Valley County,Idaho,1273,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,276517,313175,378550,412200
Van Buren County,Michigan,631,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,110560,109225,118867,125058,131067,140742,157850
Van Zandt County,Texas,790,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,134725,137258,151350,162175,186708,200100
Vanderburgh County,Indiana,321,93520,93242,93842,94158,99925,102492,105825,112800,117408,118575,118350,129475,138400
Venango County,Pennsylvania,773,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,62467,71050,67983,71200
Ventura County,California,59,413420,359283,376333,354342,360892,434225,470508,500300,524767,551700,585792,591158,614950
Vermilion County,Illinois,605,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,44650,45908,56017,59417,57525,58683,58592,62350
Vernon County,Wisconsin,1062,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,129000,133283,153242,126000
Victoria County,Texas,584,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,162800,161600,162633,161875,167783,178517,183500
Vilas County,Wisconsin,1180,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,158633,175750,169150,194208,206500,204000
Virginia Beach City,Virginia,143,236850,228675,230083,214625,217067,222158,224800,230825,237375,242967,250658,257600,262150
Volusia County,Florida,126,156180,123017,105567,93517,99767,115900,121558,133425,152342,167142,183683,194867,206650
Wabasha County,Minnesota,1177,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,138610,143533,137675,148783,152808,160650,171333,181742,210300
Wagoner County,Oklahoma,655,130100,129108,132933,129775,130742,135233,135767,145217,142817,150908,151342,159000,173350
Wake County,North Carolina,52,180960,176300,182458,177217,179258,189500,196775,222142,235450,251450,268508,277933,295500
Wakulla County,Florida,1054,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,111238,118583,136375,136892,170358,175275,187550
Waldo County,Maine,947,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,170714,182608,188417,177900
Walker County,Georgia,675,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87020,92067,95767,114392,129808,129600
Walker County,Alabama,683,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,96967,106442,108425,104900
Walla Walla County,Washington,748,172730,180833,181742,174808,176642,186625,184108,192175,207817,227408,238317,260291,#DIV/0!
Waller County,Texas,889,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,200358,213383,221642,229242,255275,285650
Walton County,Georgia,592,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,146333,153458,167358,186800,203583,211100
Walton County,Florida,772,335650,272783,266992,243700,251192,281875,290442,322467,336025,361192,362750,390683,401800
Walworth County,Wisconsin,514,181180,169867,162508,145217,142917,150333,152517,159292,171483,183150,198117,210617,230900
Wapello County,Iowa,992,#DIV/0!,#DIV/0!,#DIV/0!,72810,62400,67025,65850,74583,71058,70708,74750,78517,68500
Ward County,North Dakota,727,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,226500,222042,198075,193042,226650
Warren County,Ohio,273,164380,160542,166217,160508,161192,164975,176717,186917,191992,201383,213542,228017,248200
Warren County,Kentucky,477,#DIV/0!,123300,130517,125317,130192,134600,137850,141283,146100,158100,161758,178000,#DIV/0!
Warren County,New Jersey,489,#DIV/0!,#DIV/0!,212500,201567,198675,200708,202808,206550,205350,193950,176342,183583,222500
Warren County,New York,694,175440,162708,166333,170400,175992,176442,188717,186133,184925,177942,185775,192417,195700
Warren County,Iowa,849,131710,129650,133600,127308,133758,147900,142775,155575,156983,167425,182983,196583,194100
Warren County,Tennessee,937,65320,64483,66000,65008,71650,73192,77483,74350,87533,99675,107158,119250,121500
Warren County,Virginia,965,196890,146992,138267,133700,142708,155708,169825,178092,189058,203467,214308,225617,213400
Warren County,Missouri,1036,142100,131350,123208,123675,122617,118825,128450,138400,151433,159767,167850,184433,187100
Warrick County,Indiana,740,142500,137100,140392,143433,142233,148742,146825,147775,155750,158775,169350,171567,175750
Wasatch County,Utah,1153,#DIV/0!,#DIV/0!,#DIV/0!,239588,239733,283892,274275,327233,344825,391192,423417,447800,482250
Wasco County,Oregon,1128,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,150700,153817,160408,160442,185242,197117,231692,250017,274300
Washington County,Oregon,114,283480,259475,249367,229967,238017,269633,287300,309475,345242,378117,405858,415083,425150
Washington County,Minnesota,252,226360,206142,195625,182108,185692,199808,220942,230292,243233,252092,267333,287542,298550
Washington County,Pennsylvania,278,109460,110317,120492,117842,128767,144217,134800,145350,138525,141867,149083,149250,162750
Washington County,Arkansas,284,139140,131517,127175,113300,126633,136592,137167,153442,157492,165317,178267,190867,192650
Washington County,Maryland,394,#DIV/0!,#DIV/0!,135425,133492,139842,150758,145450,145117,154150,157942,169467,178133,182200
Washington County,Wisconsin,428,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,199200,192975,199008,225175,238550,255400
Washington County,Rhode Island,443,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,329543,345725,354392,377750
Washington County,Tennessee,451,123150,123900,128717,132608,130775,134233,132933,133133,142958,151358,156475,164558,165500
Washington County,New York,716,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,110856,116683,120125,123808,127600,125967,137133,142725,134000
Washington County,Ohio,724,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,112900,113908,111667,121333,119592,130358,136600
Washington County,Virginia,774,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,146513,154925,144175,148383,152175,157200
Washington County,Oklahoma,809,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,105150,104992,118625,108158,108908,114225,108942,120050,112550
Washington County,Texas,1016,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,155500,174867,162800,189408,213308,226955,#DIV/0!
Washington County,Indiana,1083,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,92720,106008,101500,119250,112833,130200
Washoe County,Nevada,153,247840,182883,164475,143567,151967,194758,223600,258025,280550,309125,348708,360900,388350
Washtenaw County,Michigan,180,175890,138983,144425,145383,155508,180517,192683,208167,220325,239408,257783,263150,267000
Watauga County,North Carolina,808,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,207814,223542,227825,241242,246558,273183,285650
Waukesha County,Wisconsin,162,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,223950,228092,237192,249125,261608,279400,291392,302150
Waupaca County,Wisconsin,792,99440,88067,89300,86292,88058,92917,94992,109442,114100,115575,124600,134550,#DIV/0!
Waushara County,Wisconsin,1140,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,116829,120033,122925,126700,131000
Wayne County,Ohio,474,#DIV/0!,#DIV/0!,#DIV/0!,104150,111142,117567,122217,121833,128925,132067,140200,143383,154800
Wayne County,New York,553,98240,96817,101225,97592,111833,107583,108767,107475,108733,113625,123467,126100,139300
